id,id_instansi,predikat_rb,tahun,nama_instansi
2076,7413,C,2022,Kabupaten Konawe Kepulauan
2077,7405,CC,2022,Kabupaten Konawe Selatan
2078,7411,CC,2022,Kabupaten Konawe Utara
2079,7403,C,2022,Kabupaten Muna
2080,7416,C,2022,Kabupaten Muna Barat
2081,7408,C,2022,Kabupaten Wakatobi
2082,7472,CC,2022,Kota Bau-Bau
2083,7471,B,2022,Kota Kendari
2084,7102,CC,2022,Kabupaten Boalemo
2085,7104,B,2022,Kabupaten Bone Bolango
2086,7101,B,2022,Kabupaten Gorontalo
2087,7105,CC,2022,Kabupaten Gorontalo Utara
2088,7103,B,2022,Kabupaten Pohuwato
2089,7171,B,2022,Kota Gorontalo
2090,8305,CC,2022,Kabupaten Majene
2091,8303,C,2022,Kabupaten Mamasa
2092,8302,C,2022,Kabupaten Mamuju
2093,8306,C,2022,Kabupaten Mamuju Tengah
2094,8301,CC,2022,Kabupaten Pasangkayu
2095,8304,B,2022,Kabupaten Polewali Mandar
2096,7803,-,2022,Kabupaten Buru
2097,7808,-,2022,Kabupaten Buru Selatan
2098,7805,C,2022,Kabupaten Kepulauan Aru
2099,7809,C,2022,Kabupaten Maluku Barat Daya
2100,7801,CC,2022,Kabupaten Maluku Tengah
2101,7802,-,2022,Kabupaten Maluku Tenggara
2102,7804,-,2022,Kabupaten Kepulauan Tanimbar
2103,7806,-,2022,Kabupaten Seram Bagian Barat
2104,7807,-,2022,Kabupaten Seram Bagian Timur
2105,7871,CC,2022,Kota Ambon
2106,7872,-,2022,Kota Tual
2107,7901,-,2022,Kabupaten Halmahera Barat
2108,7904,D,2022,Kabupaten Halmahera Selatan
2109,7902,-,2022,Kabupaten Halmahera Tengah
2110,7906,C,2022,Kabupaten Halmahera Timur
2111,7905,C,2022,Kabupaten Halmahera Utara
2112,7903,-,2022,Kabupaten Kepulauan Sula
2113,7907,C,2022,Kabupaten Pulau Morotai
2114,7908,C,2022,Kabupaten Pulau Taliabu
2115,7971,CC,2022,Kota Ternate
2116,7972,C,2022,Kota Tidore kepulauan
2117,8015,-,2022,Kabupaten Asmat
2118,8002,C,2022,Kabupaten Biak Numfor
2119,8013,-,2022,Kabupaten Boven Digoel
2120,8036,-,2022,Kabupaten Deiyai
2121,8033,-,2022,Kabupaten Dogiyai
2122,8037,-,2022,Kabupaten Intan Jaya
2123,8001,C,2022,Kabupaten Jayapura
2124,8008,C,2022,Kabupaten Jayawijaya
2125,8020,-,2022,Kabupaten Keerom
2126,8004,-,2022,Kabupaten Kepulauan Yapen
2127,8030,-,2022,Kabupaten Lanny Jaya
2128,8028,-,2022,Kabupaten Mamberamo Raya
2129,8029,-,2022,Kabupaten Mamberamo Tengah
2130,8014,-,2022,Kabupaten Mappi
2131,8007,-,2022,Kabupaten Merauke
2132,8012,-,2022,Kabupaten Mimika
2133,8009,-,2022,Kabupaten Nabire
2134,8032,-,2022,Kabupaten Nduga
2135,8011,-,2022,Kabupaten Paniai
2136,8017,-,2022,Kabupaten Pegunungan Bintang
2137,8035,-,2022,Kabupaten Puncak
2138,8010,-,2022,Kabupaten Puncak Jaya
2139,8019,-,2022,Kabupaten Sarmi
2140,8027,-,2022,Kabupaten Supiori
2141,8018,-,2022,Kabupaten Tolikara
2142,8026,-,2022,Kabupaten Waropen
2143,8016,-,2022,Kabupaten Yahukimo
2144,8031,-,2022,Kabupaten Yalimo
2145,8072,CC,2022,Kota Jayapura
2146,8207,C,2022,Kabupaten Fak-fak
2147,8208,C,2022,Kabupaten Kaimana
2148,8204,C,2022,Kabupaten Manokwari
2149,8213,-,2022,Kabupaten Manokwari Selatan
2150,8211,-,2022,Kabupaten Maybrat
2151,8212,-,2022,Kabupaten Pegunungan Arfak
2152,8203,C,2022,Kabupaten Raja Ampat
2153,8201,CC,2022,Kabupaten Sorong
2154,8202,-,2022,Kabupaten Sorong Selatan
2155,8210,-,2022,Kabupaten Tambrauw
2156,8205,-,2022,Kabupaten Teluk Bintuni
2157,8206,B,2022,Kabupaten Teluk Wondama
2158,8271,-,2022,Kota Sorong
